"annotation_id","annotator","created_at","has_damage","id","images","layer","lead_time","updated_at"
353,"1","2026-05-23T21:23:24.844093Z","",353,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1846.jpg","[{""x"":28.928066493805073,""y"":67.46444944144112,""width"":6.182335080926233,""height"":7.873365417394354,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":28.9315974374871,""y"":13.205222002403314,""width"":44.22401322587312,""height"":62.12025846876843,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",37.203,"2026-05-23T21:23:24.844104Z"
354,"1","2026-05-23T21:23:55.999221Z","",354,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1847.jpg","[{""x"":70.653748940744,""y"":64.61149671873176,""width"":5.897839423520264,""height"":8.172136263289257,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":28.1049803678446,""y"":17.172998251551803,""width"":48.770407108906724,""height"":56.54057893381707,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",30.787,"2026-05-23T21:23:55.999231Z"
356,"1","2026-05-23T21:25:05.983570Z","",356,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1849.jpg","[{""x"":29.758214507129573,""y"":52.3248605083695,""width"":10.663360198388098,""height"":6.881587104773715,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":5.951642901425913,""y"":15.189073279455807,""width"":58.60715023765243,""height"":66.3980314942577,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",22.537,"2026-05-23T21:25:05.983580Z"
358,"1","2026-05-23T21:25:41.386491Z","Registraion number has defect",358,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1851.jpg","[{""x"":60.9216780326508,""y"":46.24642524874266,""width"":6.489049635582606,""height"":8.381670046845386,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":11.07666873320932,""y"":17.854972709231753,""width"":62.40958875800781,""height"":58.33845568506454,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",32.11,"2026-05-23T21:25:41.386502Z"
359,"1","2026-05-23T21:26:14.583469Z","",359,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1852.jpg","[{""x"":59.1857821864021,""y"":66.02604108859458,""width"":9.092787766067417,""height"":9.113450541907548,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":25.625129158917144,""y"":2.6658628473442816,""width"":42.81876420748089,""height"":72.59762134360427,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",32.726,"2026-05-23T21:26:14.583479Z"
360,"1","2026-05-23T21:26:35.736949Z","",360,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1853.jpg","[{""x"":28.435627195701574,""y"":46.68320165896036,""width"":10.167389956602582,""height"":7.191565854988792,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":10.580698491423849,""y"":14.631129555194402,""width"":61.08700144657987,""height"":60.694350915977346,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",20.798,"2026-05-23T21:26:35.736960Z"
361,"1","2026-05-23T21:26:59.266518Z","Registraion number has defect",361,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1854.jpg","[{""x"":26.782393056416616,""y"":63.79417234965891,""width"":8.514155817317627,""height"":8.245503679143305,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":26.782393056416627,""y"":9.547433516532763,""width"":46.207894193015086,""height"":62.98821434459557,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",23.162,"2026-05-23T21:26:59.266529Z"
362,"1","2026-05-23T21:27:20.414091Z","",362,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1855.jpg","[{""x"":29.014259144451334,""y"":71.23372544626123,""width"":9.25811117999588,""height"":8.741476041649431,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":28.84893573052281,""y"":19.032861209599304,""width"":45.21595370944414,""height"":61.686295640989655,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",20.797,"2026-05-23T21:27:20.414102Z"
364,"1","2026-05-23T21:27:53.838843Z","",364,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1857.jpg","[{""x"":56.127299028724906,""y"":69.9318040917544,""width"":7.873969679858986,""height"":7.535327338615537,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":30.667493283736313,""y"":22.318665121788523,""width"":33.560653027485024,""height"":56.29261820121207,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",30.036,"2026-05-23T21:27:53.838853Z"
365,"1","2026-05-23T21:28:26.631149Z","",365,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1858.jpg","[{""x"":36.287924985159385,""y"":49.70434099000573,""width"":8.642983165813556,""height"":6.379632346361565,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":30.584831576772036,""y"":26.96840575519377,""width"":36.371151064269405,""height"":47.17914539173746,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",32.445,"2026-05-23T21:28:26.631160Z"
366,"1","2026-05-23T21:29:04.455815Z","",366,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1859.jpg","[{""x"":45.71192395122959,""y"":53.440796733467856,""width"":4.877040710890681,""height"":6.137626440293746,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":26.78239305641659,""y"":32.67206883752864,""width"":40.9175449473032,""height"":27.340330418516,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",37.444,"2026-05-23T21:29:04.455825Z"
367,"1","2026-05-23T21:29:33.225090Z","",367,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1860.jpg","[{""x"":53.647447819797456,""y"":66.15002357561774,""width"":8.100847282496405,""height"":7.191575928411988,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":31.411448646414524,""y"":11.965312833524806,""width"":30.33684645587925,""height"":62.4922197145223,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",28.32,"2026-05-23T21:29:33.225101Z"
368,"1","2026-05-23T21:29:55.749884Z","",368,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1861.jpg","[{""x"":55.56511491025697,""y"":60.099388653496554,""width"":6.431165312929493,""height"":7.352564229330334,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":20.830750154990703,""y"":8.245498907521794,""width"":41.33085348212441,""height"":59.95040933798346,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",22.056,"2026-05-23T21:29:55.749894Z"
369,"1","2026-05-23T21:30:16.534104Z","",369,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1862.jpg","[{""x"":36.42617026043345,""y"":38.36370342541786,""width"":7.148713847613685,""height"":8.324489151497524,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":29.92353792105809,""y"":8.183507398920128,""width"":47.36515809051457,""height"":56.60260543430984,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",20.419,"2026-05-23T21:30:16.534114Z"
370,"1","2026-05-23T21:30:43.871327Z","",370,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1863.jpg","[{""x"":55.21060816460247,""y"":60.57592436104996,""width"":6.619784272509782,""height"":7.174040889639609,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":24.715850382310403,""y"":10.291397362093692,""width"":37.28042984087623,""height"":58.462477405420245,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",26.99,"2026-05-23T21:30:43.871338Z"
371,"1","2026-05-23T21:31:12.921693Z","",371,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1864.jpg","[{""x"":31.990080595164283,""y"":42.69158419399477,""width"":9.925856297906105,""height"":8.612757804975258,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":25.625129158917115,""y"":10.291387818850662,""width"":43.56271957015909,""height"":61.06633071803709,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",28.671,"2026-05-23T21:31:12.921703Z"
372,"1","2026-05-23T21:31:42.823119Z","",372,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1865.jpg","[{""x"":27.278363298202112,""y"":60.01239554478347,""width"":7.4395536267823985,""height"":8.493494101837781,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":27.113039884273626,""y"":10.787359120996488,""width"":48.27443686712131,""height"":58.400489608079766,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",29.519,"2026-05-23T21:31:42.823129Z"
373,"1","2026-05-23T21:32:12.417468Z","Registraion number has defect",373,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1866.jpg","[{""x"":44.802645174622775,""y"":69.43585240627496,""width"":8.927464352138868,""height"":6.6955775870775485,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":19.26017772266995,""y"":5.455692806486831,""width"":34.63525521802025,""height"":71.1717095493718,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",29.233,"2026-05-23T21:32:12.417478Z"
374,"1","2026-05-23T21:32:41.938662Z","Registraion number has defect",374,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1867.jpg","[{""x"":35.82146127684607,""y"":48.8966446000716,""width"":8.40255194902694,""height"":7.888986115663063,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":24.385203554453405,""y"":17.35896164357326,""width"":49.349039057656505,""height"":60.1983849156332,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",29.152,"2026-05-23T21:32:41.938672Z"
375,"1","2026-05-23T21:33:13.749635Z","{""choices"":[""Registraion number has defect"",""Scooter has damage""]}",375,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1868.jpg","[{""x"":48.33727889667951,""y"":56.41649548565562,""width"":7.287925643593549,""height"":5.392585265215087,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":19.342839429634214,""y"":11.655294849977217,""width"":36.28848935730523,""height"":50.40298165343257,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",31.428,"2026-05-23T21:33:13.749645Z"
376,"1","2026-05-23T21:33:36.423820Z","",376,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1869.jpg","[{""x"":34.883240338913,""y"":40.297582145071296,""width"":7.4395536267823985,""height"":8.92746435213887,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":26.369084521595344,""y"":8.059511127212572,""width"":45.38127712337261,""height"":62.1202780854347,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",22.3,"2026-05-23T21:33:36.423830Z"
377,"1","2026-05-23T21:34:01.805066Z","Registraion number has defect",377,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1870.jpg","[{""x"":30.00619962802229,""y"":57.009210823978485,""width"":6.034304608390162,""height"":7.40492432791234,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":29.675552800165285,""y"":15.871039784433242,""width"":51.498243438727044,""height"":50.34098749393,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",25.013,"2026-05-23T21:34:01.805078Z"
378,"1","2026-05-23T21:34:24.136344Z","",378,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1871.jpg","[{""x"":57.36722463318868,""y"":68.31990080595163,""width"":7.687538747675141,""height"":8.679479231246134,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":24.30254184748916,""y"":12.213271975589278,""width"":41.165530068195935,""height"":65.282078303394,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",21.982,"2026-05-23T21:34:24.136355Z"
379,"1","2026-05-23T21:34:45.769269Z","",379,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1872.jpg","[{""x"":33.89129985534201,""y"":48.605083694978305,""width"":10.167389956602605,""height"":8.307501549907002,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":20.913411861954952,""y"":19.404854266163323,""width"":42.24013225873114,""height"":61.87226910643426,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",21.274,"2026-05-23T21:34:45.769279Z"
380,"1","2026-05-23T21:35:08.534989Z","",380,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1873.jpg","[{""x"":42.40545567265964,""y"":51.27091738241331,""width"":11.572638974994806,""height"":8.307507912069033,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":16.201694564992764,""y"":14.631125843933226,""width"":62.90555899979334,""height"":70.17978550138604,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",22.375,"2026-05-23T21:35:08.535000Z"
381,"1","2026-05-23T21:35:34.078723Z","",381,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1874.jpg","[{""x"":35.048563752841474,""y"":45.81525108493491,""width"":9.175449473031602,""height"":6.819590824550567,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":25.04649721016739,""y"":18.970861748295103,""width"":42.57077908658813,""height"":53.750774953502784,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",25.03,"2026-05-23T21:35:34.078733Z"
382,"1","2026-05-23T21:36:08.268407Z","",382,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1875.jpg","[{""x"":31.430621937765224,""y"":68.13390719366056,""width"":8.9909527677524,""height"":8.865472843537269,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":31.35435132791787,""y"":17.23499559213537,""width"":50.06743003186686,""height"":60.38434300585293,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",33.805,"2026-05-23T21:36:08.268416Z"
383,"1","2026-05-24T09:49:49.024256Z","Registraion number has defect",383,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1876.jpg","[{""x"":34.26200144995746,""y"":71.24191335434331,""width"":9.17202962042165,""height"":7.627679880204195,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":34.05853388230714,""y"":24.80902474688057,""width"":30.189969051112165,""height"":55.07012823980961,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",49.144,"2026-05-24T09:49:49.024266Z"
384,"1","2026-05-24T09:50:13.845015Z","",384,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1877.jpg","[{""x"":50.63694267515925,""y"":69.58597607959129,""width"":7.961783439490447,""height"":7.5637054490711435,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":20.06371268447121,""y"":15.525529668351165,""width"":38.747327655231565,""height"":62.579565873050115,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",24.409,"2026-05-24T09:50:13.845026Z"
385,"1","2026-05-24T09:51:00.274222Z","",385,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1878.jpg","[{""x"":52.97239915074309,""y"":73.56687898089169,""width"":7.893699632338645,""height"":8.735999245280192,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":18.046717446846326,""y"":20.621029632096878,""width"":42.867700729326785,""height"":62.23203488322412,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",46.026,"2026-05-24T09:51:00.274232Z"
386,"1","2026-05-24T09:51:32.721063Z","",386,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1879.jpg","[{""x"":47.73929320720107,""y"":50.65955977857328,""width"":10.098694206276164,""height"":10.002050011977422,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":18.47138748362569,""y"":12.261125449181959,""width"":56.581691072637554,""height"":71.17836499667787,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",32.063,"2026-05-24T09:51:32.721072Z"
388,"1","2026-05-24T09:52:01.804030Z","",388,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1881.jpg","[{""x"":53.102424855266136,""y"":39.45134789098279,""width"":10.379528435604295,""height"":7.20470306443122,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":32.21504936350598,""y"":7.673228293153345,""width"":44.688270680774835,""height"":62.38861579380918,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",23.078,"2026-05-24T09:52:01.804040Z"
389,"1","2026-05-24T09:52:55.203735Z","",389,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1882.jpg","[{""x"":33.72529942749749,""y"":68.9497620668314,""width"":9.717457391055511,""height"":7.900538951494374,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":33.655982998925246,""y"":15.80109409347585,""width"":37.574044684401734,""height"":61.5230781980573,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",52.997,"2026-05-24T09:52:55.203744Z"
391,"1","2026-05-24T09:53:46.531354Z","",391,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1884.jpg","[{""x"":42.23347338100234,""y"":45.81959087404709,""width"":7.3564296854168445,""height"":5.394088711572395,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":37.48566461526942,""y"":26.39847382202829,""width"":25.993335140086582,""height"":43.39211054855417,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",47.271,"2026-05-24T09:53:46.531364Z"
392,"1","2026-05-24T09:54:18.244947Z","",392,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1885.jpg","[{""x"":49.24472895271654,""y"":66.7810333748292,""width"":8.77177628196785,""height"":6.857605473653554,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":26.16867432757686,""y"":15.900496039924954,""width"":32.21773756201971,""height"":58.621796953705505,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",31.315,"2026-05-24T09:54:18.244958Z"
393,"1","2026-05-24T09:54:52.052644Z","Registraion number has defect",393,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1886.jpg","[{""x"":62.40897587811992,""y"":44.18939291551053,""width"":6.310480396456337,""height"":6.856476323072731,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":54.66963594578268,""y"":20.05381687916577,""width"":27.956052246822523,""height"":49.28550513294042,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",33.43,"2026-05-24T09:54:52.052655Z"
394,"1","2026-05-24T09:55:29.450547Z","Registraion number has defect",394,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1887.jpg","[{""x"":48.92125286903108,""y"":64.3348773444734,""width"":8.218303892158405,""height"":6.4923364070566745,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":33.14828692962951,""y"":18.034349604090842,""width"":24.19748504147114,""height"":53.3065214790046,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",36.899,"2026-05-24T09:55:29.450558Z"
395,"1","2026-05-24T09:56:04.546939Z","Registraion number has defect",395,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1888.jpg","[{""x"":55.66362824496673,""y"":46.80416568248782,""width"":9.51886824948082,""height"":6.6317965939380805,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":31.338402423466317,""y"":19.085670223713134,""width"":43.83233116356314,""height"":55.7050431513661,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",34.715,"2026-05-24T09:56:04.546950Z"
396,"1","2026-05-24T09:56:32.613965Z","Registraion number has defect",396,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1889.jpg","[{""x"":26.710478372226948,""y"":72.1646711689983,""width"":8.64800603084337,""height"":7.4600037894774,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":26.326963906581735,""y"":20.22292730535155,""width"":37.36726855771723,""height"":60.111467599106916,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",27.719,"2026-05-24T09:56:32.613976Z"
397,"1","2026-05-24T09:56:58.881482Z","",397,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1890.jpg","[{""x"":23.932460760012308,""y"":63.42227026130599,""width"":7.0980798246683605,""height"":7.396451650113993,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":23.690175576505773,""y"":23.148201354899033,""width"":45.13696080335801,""height"":49.06287813222454,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",25.787,"2026-05-24T09:56:58.881492Z"
398,"1","2026-05-24T09:57:27.748973Z","",398,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1891.jpg","[{""x"":26.04932314165901,""y"":42.87794573223146,""width"":8.165930818817879,""height"":9.247908580259022,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":17.393440988836552,""y"":13.786810392424215,""width"":59.28465798225597,""height"":58.54972495877283,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",28.51,"2026-05-24T09:57:27.748982Z"
399,"1","2026-05-24T09:58:03.454886Z","",399,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1894.png","[{""x"":38.39215305441058,""y"":49.648491276028366,""width"":6.375837217940722,""height"":4.824763937277934,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":24.15666542259306,""y"":30.7423455246541,""width"":25.090212419906933,""height"":39.73593916998993,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",35.244,"2026-05-24T09:58:03.454897Z"
400,"1","2026-05-24T09:58:41.507966Z","Registraion number has defect",400,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1895.png","[{""x"":41.39229668799738,""y"":71.90397686594397,""width"":9.263950511075457,""height"":5.98331529527648,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":39.92765601189559,""y"":16.640408711561104,""width"":18.588437836166168,""height"":61.32935881082141,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",37.663,"2026-05-24T09:58:41.507976Z"
401,"1","2026-05-24T09:59:10.057967Z","",401,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1896.png","[{""x"":53.14137112275279,""y"":78.88939254074782,""width"":11.243859847485524,""height"":8.62133946406361,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":52.972425885033026,""y"":10.589207492403542,""width"":30.573221673353412,""height"":77.30888167957104,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",28.176,"2026-05-24T09:59:10.057977Z"
402,"1","2026-05-24T09:59:45.444422Z","",402,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1897.png","[{""x"":24.811869495847734,""y"":54.92369554821332,""width"":9.108154625058052,""height"":7.934174272101989,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":14.22506198998624,""y"":27.62740958266519,""width"":32.48406752169103,""height"":64.41080697784423,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",34.989,"2026-05-24T09:59:45.444433Z"
403,"1","2026-05-24T10:00:10.178892Z","",403,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1898.png","[{""x"":45.010615711252655,""y"":48.88535031847134,""width"":12.845010615711253,""height"":10.031847133757957,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":23.24841358426541,""y"":7.4044730689740295,""width"":54.14012144758171,""height"":89.57004922401953,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",24.368,"2026-05-24T10:00:10.178902Z"
404,"1","2026-05-24T10:00:41.695950Z","",404,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1899.png","[{""x"":50.994215079486615,""y"":51.925652012021764,""width"":9.515339060640793,""height"":8.663519962500482,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":36.09341825902335,""y"":19.745222929936308,""width"":40.2335456475584,""height"":71.65605095541402,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",31.147,"2026-05-24T10:00:41.695960Z"
405,"1","2026-05-24T10:01:17.706679Z","",405,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1900.png","[{""x"":52.16332164693538,""y"":51.87622577444616,""width"":4.998200482739621,""height"":4.928550513293997,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":32.89366222228328,""y"":33.41159306897588,""width"":28.98231104863063,""height"":39.57818306347117,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",35.611,"2026-05-24T10:01:17.706689Z"
406,"1","2026-05-24T10:01:56.784402Z","",406,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1901.png","[{""x"":45.96602972399151,""y"":83.8375796178344,""width"":14.755838641188951,""height"":10.748407643312106,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":39.384307164301305,""y"":4.060501661277624,""width"":45.11675440682389,""height"":90.60509619913977,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",38.701,"2026-05-24T10:01:56.784413Z"
407,"1","2026-05-24T10:02:41.524080Z","",407,"s3://bucket-sample/mai-101-2026-monzikov/IMG_1902.png","[{""x"":44.128801042049034,""y"":81.85626440324316,""width"":11.673040475142997,""height"":8.550468630621262,""rotation"":0,""rectanglelabels"":[""Registration Number""],""original_width"":3024,""original_height"":4032},{""x"":40.25331006161874,""y"":17.509331898577287,""width"":27.474927730313265,""height"":73.97155982116792,""rotation"":0,""rectanglelabels"":[""Scooter""],""original_width"":3024,""original_height"":4032}]",44.372,"2026-05-24T10:02:41.524090Z"
